cell_id,longitude,latitude,anomaly_score,anomaly_rank,robust_distance_score,robust_distance_rank,positive_anchor_similarity,positive_anchor_rank,exploration_priority_score,feature_quality,config_b_sensitivity_similarity,config_b_sensitivity_rank
GRID-05977,80.231722,21.859184,0.2929,4431,0.1743,1380,0.7495,3647,0.8863,valid,0.792,1866
GRID-05978,80.232012,21.859185,0.4211,1645,0.2037,1028,0.6929,7217,0.8811,valid,0.7221,5110
GRID-05979,80.232302,21.859187,0.3694,2465,0.2153,931,0.6851,7789,0.8655,valid,0.7185,5324
GRID-05980,80.232593,21.859188,0.3377,3136,0.2001,1057,0.6763,8456,0.8479,valid,0.7065,6162
GRID-05981,80.232883,21.859189,0.4538,1310,0.1861,1219,0.3936,23864,0.6826,valid,0.442,23662
GRID-05982,80.233173,21.859191,0.3631,2584,0.2029,1039,0.4727,21217,0.7013,valid,0.5152,20728
GRID-05983,80.233464,21.859192,0.3739,2393,0.2248,847,0.4604,21675,0.7004,valid,0.5019,21386
GRID-05984,80.233754,21.859193,0.2972,4291,0.218,910,0.5023,19944,0.6977,valid,0.5316,19846
GRID-05985,80.234044,21.859195,0.3371,3150,0.2155,928,0.4305,22731,0.6776,valid,0.465,22915
GRID-05986,80.234335,21.859196,0.3081,3952,0.2099,981,0.4167,23193,0.6618,valid,0.444,23600
GRID-05987,80.234625,21.859198,0.2885,4552,0.2283,826,0.4584,21742,0.6739,valid,0.4754,22522
GRID-05988,80.234915,21.859199,0.3272,3410,0.2361,776,0.4978,20150,0.7074,valid,0.5044,21273
GRID-05989,80.235206,21.8592,0.268,5279,0.2037,1027,0.5356,18250,0.7047,valid,0.5472,18910
GRID-05990,80.235496,21.859202,0.2385,6473,0.1798,1307,0.457,21795,0.6444,valid,0.4948,21718
GRID-05991,80.235786,21.859203,0.2919,4461,0.1669,1491,0.4392,22457,0.6584,valid,0.479,22392
GRID-05992,80.236077,21.859204,0.3052,4038,0.17,1443,0.4455,22242,0.6667,valid,0.4833,22205
GRID-05993,80.236367,21.859206,0.3,4201,0.2458,722,0.4334,22641,0.6686,valid,0.4624,23002
GRID-05994,80.236657,21.859207,0.3256,3461,0.3413,499,0.454,21917,0.6889,valid,0.4559,23220
GRID-05995,80.236948,21.859208,0.3059,4018,0.3551,480,0.4637,21549,0.6868,valid,0.4588,23122
GRID-05996,80.237238,21.85921,0.2968,4303,0.3148,536,0.5202,19107,0.7121,valid,0.5112,20911
GRID-05997,80.237528,21.859211,0.2903,4510,0.235,786,0.5991,14409,0.7631,valid,0.5906,15722
GRID-05998,80.237819,21.859212,0.248,6063,0.1353,1945,0.6668,9150,0.7937,valid,0.6568,10056
GRID-05999,80.238109,21.859214,0.1595,11250,0.0668,3013,0.7136,5798,0.7588,valid,0.7177,5362
GRID-06000,80.238399,21.859215,0.1005,19266,0.0455,3409,0.6726,8725,0.6224,valid,0.6973,6818
GRID-06001,80.23869,21.859216,0.0931,20552,0.0391,3652,0.6806,8113,0.6114,valid,0.6966,6876
GRID-06002,80.23898,21.859218,0.0788,23052,0.0266,4595,0.5849,15374,0.4827,valid,0.6179,13464
GRID-06003,80.23927,21.859219,0.0771,23347,0.0207,5489,0.6311,11975,0.5093,valid,0.6401,11491
GRID-06004,80.239561,21.85922,0.0629,25277,0.0107,10112,0.5527,17312,0.3663,valid,0.5948,15355
GRID-06005,80.239851,21.859222,0.1623,11003,0.0096,11656,0.4486,22129,0.4614,valid,0.4991,21514
GRID-06006,80.240141,21.859223,0.3582,2686,0.0112,9581,0.2647,26125,0.5384,valid,0.2988,26161
GRID-06007,80.240432,21.859224,0.3619,2605,0.0143,7393,0.2857,25856,0.5689,valid,0.3188,25936
GRID-06008,80.240722,21.859226,0.3135,3794,0.0082,14548,0.2817,25909,0.4679,valid,0.3165,25957
GRID-06009,80.241012,21.859227,0.115,16819,0.0079,15204,0.4891,20549,0.3678,valid,0.5336,19723
GRID-06010,80.241303,21.859228,0.2255,7009,0.0122,8711,0.4123,23329,0.5305,valid,0.456,23217
GRID-06011,80.241593,21.85923,0.3602,2645,0.0154,6931,0.2774,25977,0.5725,valid,0.3172,25951
GRID-06012,80.241883,21.859231,0.6002,425,0.0202,5571,0.1373,27145,0.6015,valid,0.16,27126
GRID-06013,80.242174,21.859232,0.3661,2535,0.0185,5955,0.2999,25662,0.5893,valid,0.3387,25667
GRID-06014,80.242464,21.859234,0.092,20734,0.0146,7260,0.6515,10303,0.5395,valid,0.6709,8887
GRID-06015,80.242754,21.859235,0.0738,23827,0.0241,4916,0.677,8404,0.5533,valid,0.6811,8044
GRID-06016,80.243045,21.859236,0.1451,12711,0.0272,4529,0.4899,20520,0.546,valid,0.5126,20852
GRID-06017,80.243335,21.859238,0.1724,10201,0.0119,8908,0.403,23586,0.4866,valid,0.4362,23812
GRID-06018,80.243625,21.859239,0.2837,4692,0.0069,18133,0.257,26213,0.4103,valid,0.2925,26234
GRID-06019,80.243916,21.85924,0.2362,6572,0.0075,16249,0.3607,24639,0.4293,valid,0.4057,24546
GRID-06020,80.244206,21.859242,0.0749,23677,0.0063,19927,0.4744,21151,0.2213,valid,0.5195,20520
GRID-06021,80.244496,21.859243,0.1,19354,0.0079,15287,0.4627,21594,0.3238,valid,0.5016,21406
GRID-06022,80.244787,21.859244,0.1057,18363,0.0077,15697,0.4832,20804,0.3403,valid,0.5092,21020
GRID-06023,80.245077,21.859246,0.096,20053,0.0135,7835,0.557,17087,0.4592,valid,0.5765,16849
GRID-06024,80.245367,21.859247,0.1079,17987,0.0066,19034,0.6212,12785,0.4011,valid,0.6459,10982
GRID-06025,80.245657,21.859248,0.0753,23609,0.0041,25869,0.715,5707,0.3364,valid,0.7364,4269
GRID-06026,80.245948,21.85925,0.0639,25152,0.0117,9105,0.6987,6825,0.506,valid,0.7295,4667
GRID-06027,80.246238,21.859251,0.0901,21086,0.0183,6015,0.7135,5806,0.6043,valid,0.7424,3968
GRID-06028,80.246528,21.859252,0.0454,26856,0.0089,12943,0.7017,6625,0.4418,valid,0.7267,4826
GRID-06029,80.246819,21.859254,0.0316,27456,0.0055,22533,0.6358,11618,0.2592,valid,0.6562,10127
GRID-06030,80.247109,21.859255,0.1582,11373,0.0066,19164,0.3988,23708,0.3477,valid,0.4352,23843
GRID-06031,80.247399,21.859256,0.2008,8305,0.0094,11908,0.3323,25186,0.4541,valid,0.3713,25200
GRID-06032,80.24769,21.859258,0.1818,9525,0.0115,9273,0.5024,19940,0.5342,valid,0.529,20005
GRID-06033,80.24798,21.859259,0.0975,19795,0.0072,17292,0.521,19071,0.3247,valid,0.5344,19690
GRID-06034,80.24827,21.85926,0.4487,1366,0.0213,5371,0.1908,26870,0.5959,valid,0.2233,26768
GRID-06035,80.248561,21.859262,0.4038,1885,0.018,6077,0.1883,26884,0.581,valid,0.2189,26795
GRID-06036,80.248851,21.859263,0.0763,23469,0.0053,22964,0.5633,16747,0.2403,valid,0.5675,17529
GRID-06037,80.249141,21.859264,0.0445,26901,0.005,23877,0.5702,16315,0.1932,valid,0.5881,15909
GRID-06038,80.249432,21.859266,0.0575,25870,0.006,20941,0.4935,20357,0.1923,valid,0.5184,20569
GRID-06039,80.249722,21.859267,0.1366,13722,0.0047,24631,0.3771,24270,0.247,valid,0.4237,24154
GRID-06040,80.250012,21.859268,0.0496,26579,0.0035,26711,0.5328,18406,0.1379,valid,0.5737,17074
GRID-06041,80.250303,21.85927,0.0879,21481,0.0045,25118,0.4784,20980,0.1874,valid,0.5142,20776
GRID-06042,80.250593,21.859271,0.1593,11265,0.0072,17109,0.3933,23875,0.3717,valid,0.4338,23886
GRID-06043,80.250883,21.859272,0.0685,24570,0.0061,20489,0.5164,19294,0.2262,valid,0.5515,18615
GRID-06044,80.251174,21.859274,0.1164,16617,0.0052,23286,0.3977,23739,0.2347,valid,0.4404,23709
GRID-06045,80.251464,21.859275,0.0908,20957,0.0061,20738,0.425,22936,0.2228,valid,0.4542,23283
GRID-06046,80.251754,21.859276,0.1104,17560,0.0059,21315,0.4032,23580,0.249,valid,0.4293,24018
GRID-06047,80.252045,21.859277,0.5449,683,0.9829,121,0.036,27474,0.66,valid,0.0301,27486
GRID-06048,80.252335,21.859279,0.1445,12781,0.0112,9540,0.6115,13495,0.5693,partial,0.6073,14356
GRID-06049,80.203852,21.858781,0.1395,13391,0.0106,10166,0.565,16640,0.5166,partial,0.5219,20382
GRID-06050,80.204142,21.858782,0.4572,1273,0.7307,273,0.2156,26653,0.6609,valid,0.192,26961
GRID-06051,80.204433,21.858784,0.1054,18415,0.0067,18598,0.6377,11463,0.4171,valid,0.6191,13364
GRID-06052,80.204723,21.858785,0.0944,20315,0.0077,15760,0.6363,11579,0.427,valid,0.6454,11029
GRID-06053,80.205013,21.858786,0.0597,25664,0.0057,21795,0.626,12387,0.2804,valid,0.6456,11016
GRID-06054,80.205304,21.858788,0.0656,24923,0.0029,27237,0.5552,17184,0.1661,valid,0.5847,16193
GRID-06055,80.205594,21.858789,0.1953,8637,0.0066,19028,0.5415,17960,0.4514,valid,0.5106,20937
GRID-06056,80.205884,21.858791,0.2568,5684,0.0077,15777,0.5365,18209,0.523,valid,0.4912,21881
GRID-06057,80.206175,21.858792,0.126,15179,0.0051,23621,0.5921,14918,0.3541,valid,0.5547,18414
GRID-06058,80.206465,21.858793,0.1168,16558,0.0044,25344,0.614,13325,0.3359,valid,0.5991,15025
GRID-06059,80.206755,21.858795,0.0847,22048,0.0047,24521,0.5941,14772,0.2624,valid,0.563,17870
GRID-06060,80.207046,21.858796,0.0701,24349,0.0065,19416,0.6663,9187,0.3633,valid,0.6415,11367
GRID-06061,80.207336,21.858798,0.0839,22210,0.0055,22368,0.6874,7610,0.3725,valid,0.6669,9213
GRID-06062,80.207626,21.858799,0.0846,22067,0.0063,20074,0.7147,5733,0.4243,valid,0.7026,6453
GRID-06063,80.207917,21.8588,0.0645,25075,0.0051,23614,0.7246,5080,0.3534,valid,0.7068,6142
GRID-06064,80.208207,21.858802,0.0797,22891,0.004,25993,0.6668,9157,0.3021,valid,0.6559,10145
GRID-06065,80.208497,21.858803,0.1121,17256,0.0049,24136,0.6495,10476,0.3763,valid,0.6396,11546
GRID-06066,80.208788,21.858804,0.1079,17981,0.0046,24789,0.6402,11238,0.3506,valid,0.623,12978
GRID-06067,80.209078,21.858806,0.0953,20165,0.0086,13497,0.6267,12335,0.4469,valid,0.6015,14826
GRID-06068,80.209368,21.858807,0.0918,20764,0.0038,26414,0.6408,11189,0.2981,valid,0.6216,13114
GRID-06069,80.209658,21.858809,0.0445,26904,0.0026,27435,0.6488,10523,0.22,valid,0.6392,11571
GRID-06070,80.209949,21.85881,0.049,26625,0.0031,27119,0.6515,10307,0.2298,valid,0.6385,11638
GRID-06071,80.210239,21.858811,0.074,23806,0.0043,25578,0.6932,7186,0.3198,valid,0.683,7908
GRID-06072,80.210529,21.858813,0.0633,25225,0.0044,25364,0.7462,3820,0.3457,valid,0.7564,3285
GRID-06073,80.21082,21.858814,0.0492,26616,0.0024,27493,0.7349,4465,0.2957,valid,0.7498,3610
GRID-06074,80.21111,21.858816,0.0576,25861,0.0044,25218,0.7494,3655,0.3418,valid,0.7642,2893
GRID-06075,80.2114,21.858817,0.0668,24790,0.0035,26696,0.758,3163,0.3429,valid,0.7425,3959
GRID-06076,80.211691,21.858818,0.2192,7327,0.0074,16669,0.6442,10898,0.5804,valid,0.6025,14750
GRID-06077,80.211981,21.85882,0.1932,8778,0.0091,12562,0.6729,8699,0.6388,valid,0.6373,11742
GRID-06078,80.212271,21.858821,0.1139,16992,0.0055,22487,0.696,7013,0.4409,valid,0.665,9382
GRID-06079,80.212562,21.858823,0.0591,25733,0.0045,24952,0.6587,9775,0.273,valid,0.6373,11740
GRID-06080,80.212852,21.858824,0.0574,25875,0.0023,27520,0.6719,8776,0.2524,valid,0.651,10561
GRID-06081,80.213142,21.858825,0.0787,23067,0.0035,26704,0.631,11978,0.2575,valid,0.6032,14683
GRID-06082,80.213433,21.858827,0.0676,24675,0.003,27161,0.6505,10392,0.2517,valid,0.6302,12342
GRID-06083,80.213723,21.858828,0.0422,27025,0.0036,26597,0.6834,7917,0.26,valid,0.6764,8446
GRID-06084,80.214013,21.858829,0.0565,25970,0.0034,26786,0.6665,9177,0.2553,valid,0.6799,8150
GRID-06085,80.214304,21.858831,0.0584,25783,0.0017,27653,0.6782,8317,0.2574,valid,0.6655,9342
GRID-06086,80.214594,21.858832,0.0466,26783,0.004,26083,0.6216,12752,0.211,valid,0.6762,8466
GRID-06087,80.214884,21.858834,0.0782,23164,0.0061,20645,0.5657,16595,0.2737,valid,0.6171,13529
GRID-06088,80.215175,21.858835,0.0933,20491,0.0052,23342,0.5236,18917,0.2454,valid,0.571,17263
GRID-06089,80.215465,21.858836,0.1457,12647,0.0061,20536,0.5187,19183,0.3703,valid,0.5665,17612
GRID-06090,80.215755,21.858838,0.1194,16153,0.0088,13193,0.4653,21494,0.3887,valid,0.5121,20878
GRID-06091,80.216046,21.858839,0.2118,7698,0.0078,15576,0.3822,24160,0.4296,valid,0.4358,23822
GRID-06092,80.216336,21.858841,0.045,26876,0.0057,21915,0.5273,18716,0.1882,valid,0.5702,17338
GRID-06093,80.216626,21.858842,0.1231,15556,0.0061,20522,0.4053,23521,0.2833,valid,0.4505,23391
GRID-06094,80.216917,21.858843,0.1193,16158,0.0057,21807,0.4318,22692,0.2706,valid,0.485,22137
GRID-06095,80.217207,21.858845,0.078,23179,0.0057,21779,0.4923,20403,0.214,valid,0.5443,19109
GRID-06096,80.217497,21.858846,0.0982,19668,0.0057,21825,0.4701,21308,0.2448,valid,0.5201,20490
GRID-06097,80.217788,21.858847,0.0774,23278,0.0085,13771,0.6269,12323,0.4063,valid,0.6639,9455
GRID-06098,80.218078,21.858849,0.5175,843,0.0168,6396,0.1368,27148,0.5865,valid,0.1641,27109
GRID-06099,80.218368,21.85885,0.1311,14472,0.0054,22719,0.4084,23442,0.2709,valid,0.4581,23148
GRID-06100,80.218659,21.858852,0.0484,26660,0.0057,21806,0.5315,18472,0.1951,valid,0.5804,16541
GRID-06101,80.218949,21.858853,0.0499,26564,0.0066,18947,0.5648,16657,0.2524,valid,0.6151,13694
GRID-06102,80.219239,21.858854,0.1245,15382,0.0065,19322,0.4764,21071,0.3293,valid,0.5293,19987
GRID-06103,80.21953,21.858856,0.0595,25689,0.0045,25099,0.6025,14170,0.2189,valid,0.6537,10325
GRID-06104,80.21982,21.858857,0.0422,27020,0.0054,22880,0.6872,7635,0.3082,valid,0.7353,4332
GRID-06105,80.22011,21.858858,0.0602,25622,0.0042,25628,0.6458,10759,0.2544,valid,0.6995,6667
GRID-06106,80.220401,21.85886,0.1323,14303,0.0093,12165,0.5837,15477,0.4956,valid,0.6291,12437
GRID-06107,80.220691,21.858861,0.0886,21329,0.0071,17375,0.5851,15363,0.3499,valid,0.6262,12693
GRID-06108,80.220981,21.858863,0.0783,23144,0.0074,16530,0.6296,12103,0.3774,valid,0.6753,8550
GRID-06109,80.221271,21.858864,0.0501,26542,0.0041,25787,0.5385,18112,0.153,valid,0.5932,15503
GRID-06110,80.221562,21.858865,0.1032,18813,0.0067,18602,0.5223,19007,0.3215,valid,0.5809,16499
GRID-06111,80.221852,21.858867,0.1144,16911,0.0077,15917,0.6391,11336,0.4689,valid,0.7047,6304
GRID-06112,80.222142,21.858868,0.0735,23873,0.0054,22639,0.5645,16674,0.2402,valid,0.6259,12722
GRID-06113,80.222433,21.858869,0.124,15447,0.007,17720,0.4985,20111,0.3593,valid,0.5588,18138
GRID-06114,80.222723,21.858871,0.1852,9310,0.0096,11543,0.481,20880,0.4982,valid,0.5443,19106
GRID-06115,80.223013,21.858872,0.1905,8975,0.0093,12111,0.4842,20761,0.4968,valid,0.5501,18714
GRID-06116,80.223304,21.858874,0.2311,6791,0.0104,10470,0.5048,19829,0.554,valid,0.5696,17380
GRID-06117,80.223594,21.858875,0.196,8588,0.0082,14354,0.5046,19843,0.4855,valid,0.5678,17511
GRID-06118,80.223884,21.858876,0.084,22189,0.0073,17054,0.6238,12568,0.377,valid,0.6753,8544
GRID-06119,80.224175,21.858878,0.0693,24471,0.009,12820,0.5626,16786,0.3497,valid,0.6113,14037
GRID-06120,80.224465,21.858879,0.0993,19469,0.008,15031,0.5031,19901,0.3458,valid,0.5568,18282
GRID-06121,80.224755,21.85888,0.0877,21506,0.0069,18142,0.5655,16607,0.3235,valid,0.6203,13256
GRID-06122,80.225046,21.858882,0.0734,23880,0.0063,20067,0.5868,15252,0.2881,valid,0.6378,11702
GRID-06123,80.225336,21.858883,0.0831,22338,0.0054,22769,0.5199,19124,0.2276,valid,0.5734,17103
GRID-06124,80.225626,21.858884,0.0805,22750,0.0065,19430,0.5756,15985,0.3006,valid,0.6278,12552
GRID-06125,80.225917,21.858886,0.1105,17550,0.005,23923,0.5061,19761,0.2637,valid,0.562,17932
GRID-06126,80.226207,21.858887,0.0725,23998,0.0052,23263,0.5691,16383,0.2347,valid,0.6203,13253
GRID-06127,80.226497,21.858889,0.0725,24013,0.0056,22288,0.5707,16289,0.2474,valid,0.6234,12929
GRID-06128,80.226788,21.85889,0.1156,16743,0.0057,21961,0.4929,20381,0.2895,valid,0.5476,18882
GRID-06129,80.227078,21.858891,0.1118,17317,0.0057,21798,0.4985,20108,0.2879,valid,0.553,18517
GRID-06130,80.227368,21.858893,0.1575,11437,0.0067,18645,0.5275,18702,0.4134,valid,0.5936,15468
GRID-06131,80.227659,21.858894,0.0845,22085,0.0061,20502,0.4905,20485,0.2416,valid,0.5392,19415
GRID-06132,80.227949,21.858895,0.2068,7972,0.0051,23527,0.3864,24050,0.332,valid,0.4385,23753
GRID-06133,80.228239,21.858897,0.1843,9361,0.0058,21639,0.4355,22571,0.3558,valid,0.4904,21926
GRID-06134,80.22853,21.858898,0.2123,7678,0.0073,17008,0.4308,22723,0.4299,valid,0.4844,22159
GRID-06135,80.22882,21.858899,0.1108,17491,0.0085,13816,0.5985,14454,0.4497,valid,0.6487,10732
GRID-06136,80.22911,21.858901,0.1256,15231,0.0101,10793,0.6132,13385,0.5261,valid,0.6652,9362
GRID-06137,80.229401,21.858902,0.2021,8234,0.0141,7524,0.4773,21031,0.5576,valid,0.5376,19505
GRID-06138,80.229691,21.858903,0.1769,9863,0.0194,5772,0.5725,16161,0.6177,valid,0.6312,12239
GRID-06139,80.229981,21.858905,0.183,9451,0.0291,4344,0.585,15365,0.6494,valid,0.6455,11024
GRID-06140,80.230272,21.858906,0.4249,1589,0.0625,3088,0.385,24086,0.6541,valid,0.4369,23793
GRID-06141,80.230562,21.858908,0.4479,1378,0.107,2393,0.4051,23529,0.6717,valid,0.4589,23121
GRID-06142,80.230852,21.858909,0.3929,2059,0.1386,1899,0.5249,18849,0.7258,valid,0.5865,16041
GRID-06143,80.231143,21.85891,0.351,2829,0.1498,1750,0.6358,11621,0.8052,valid,0.6944,7054
GRID-06144,80.231433,21.858912,0.2583,5631,0.1533,1697,0.7803,2219,0.8852,valid,0.8274,993
GRID-06145,80.231723,21.858913,0.3899,2122,0.1729,1399,0.7251,5041,0.8971,valid,0.7552,3343
GRID-06146,80.232014,21.858914,0.4009,1927,0.2031,1037,0.7088,6153,0.8904,valid,0.7326,4483
GRID-06147,80.232304,21.858916,0.3842,2224,0.2128,957,0.6672,9120,0.8521,valid,0.7001,6632
GRID-06148,80.232594,21.858917,0.371,2447,0.1979,1076,0.6099,13597,0.7942,valid,0.6419,11336
GRID-06149,80.232885,21.858918,0.3971,1992,0.1941,1124,0.4746,21139,0.7084,valid,0.5182,20576
GRID-06150,80.233175,21.85892,0.3456,2958,0.2195,894,0.5244,18874,0.7267,valid,0.5637,17823
GRID-06151,80.233465,21.858921,0.3916,2087,0.229,820,0.4537,21932,0.7013,valid,0.4978,21576
GRID-06152,80.233756,21.858922,0.3987,1962,0.2144,944,0.4614,21641,0.7048,valid,0.4987,21532
GRID-06153,80.234046,21.858924,0.2615,5501,0.2092,986,0.4051,23526,0.6391,valid,0.4365,23806
GRID-06154,80.234336,21.858925,0.3004,4190,0.2222,869,0.4823,20828,0.6887,valid,0.4922,21841
GRID-06155,80.234626,21.858926,0.3188,3653,0.2302,816,0.5047,19834,0.7078,valid,0.5184,20565
GRID-06156,80.234917,21.858928,0.2945,4373,0.2153,932,0.5351,18271,0.7165,valid,0.5495,18755
GRID-06157,80.235207,21.858929,0.238,6504,0.1828,1263,0.566,16569,0.7074,valid,0.5851,16147
GRID-06158,80.235497,21.858931,0.2472,6105,0.1653,1522,0.5298,18579,0.6849,valid,0.5558,18332
GRID-06159,80.235788,21.858932,0.2382,6493,0.1557,1661,0.4832,20800,0.6519,valid,0.5197,20516
GRID-06160,80.236078,21.858933,0.3196,3620,0.1607,1586,0.4262,22886,0.6622,valid,0.4655,22896
GRID-06161,80.236368,21.858935,0.4349,1492,0.2595,676,0.3497,24871,0.6749,valid,0.3785,25085
GRID-06162,80.236659,21.858936,0.3133,3800,0.3708,455,0.4164,23202,0.6699,valid,0.4105,24443
GRID-06163,80.236949,21.858937,0.317,3712,0.3659,462,0.4461,22215,0.6827,valid,0.4376,23776
GRID-06164,80.237239,21.858939,0.3042,4072,0.3064,553,0.5323,18436,0.7227,valid,0.5206,20460
GRID-06165,80.23753,21.85894,0.2743,5049,0.2209,884,0.6136,13358,0.7681,valid,0.606,14476
GRID-06166,80.23782,21.858941,0.2258,6993,0.12,2177,0.6954,7051,0.805,valid,0.6888,7471
GRID-06167,80.23811,21.858943,0.1061,18291,0.0556,3212,0.6955,7047,0.6567,valid,0.7149,5573
GRID-06168,80.238401,21.858944,0.1172,16491,0.0367,3787,0.6361,11592,0.6168,valid,0.6642,9437
GRID-06169,80.238691,21.858945,0.0986,19589,0.0293,4321,0.6313,11954,0.5688,valid,0.662,9600
GRID-06170,80.238981,21.858947,0.065,25010,0.0214,5358,0.6425,11030,0.5022,valid,0.6581,9955
GRID-06171,80.239272,21.858948,0.0882,21409,0.02,5645,0.5634,16746,0.4733,valid,0.5977,15143
GRID-06172,80.239562,21.858949,0.1309,14491,0.0107,10053,0.4546,21888,0.4417,valid,0.4994,21500
GRID-06173,80.239852,21.858951,0.1329,14221,0.0129,8180,0.5586,17005,0.5262,valid,0.5986,15053
GRID-06174,80.240143,21.858952,0.2329,6719,0.0083,14202,0.3502,24863,0.4495,valid,0.3948,24788
GRID-06175,80.240433,21.858953,0.2938,4398,0.0095,11804,0.2886,25816,0.4948,valid,0.3265,25834
GRID-06176,80.240723,21.858955,0.3005,4187,0.0083,14239,0.2728,26044,0.4653,valid,0.3094,26042
GRID-06177,80.241014,21.858956,0.0673,24728,0.0077,15848,0.4968,20194,0.2692,valid,0.5359,19608
GRID-06178,80.241304,21.858957,0.1599,11222,0.012,8840,0.6423,11053,0.6259,valid,0.6533,10360
GRID-06179,80.241594,21.858959,0.2877,4567,0.0148,7190,0.3382,25093,0.5569,valid,0.3803,25050
GRID-06180,80.241885,21.85896,0.6988,168,0.0261,4658,0.0726,27353,0.6131,valid,0.0858,27350
GRID-06181,80.242175,21.858961,0.4851,1038,0.0244,4873,0.2106,26702,0.6079,valid,0.2417,26661
GRID-06182,80.242465,21.858963,0.1489,12313,0.0213,5373,0.496,20233,0.544,valid,0.5448,19082
GRID-06183,80.242756,21.858964,0.0552,26076,0.0182,6025,0.6056,13933,0.4465,valid,0.6244,12832
GRID-06184,80.243046,21.858965,0.2841,4680,0.0182,6041,0.2871,25839,0.5604,valid,0.3244,25864
GRID-06185,80.243336,21.858967,0.166,10691,0.0108,9959,0.4126,23323,0.4712,valid,0.446,23528
GRID-06186,80.243627,21.858968,0.0512,26436,0.0058,21453,0.5092,19627,0.1881,valid,0.5405,19330
GRID-06187,80.243917,21.858969,0.0457,26836,0.0033,26919,0.514,19411,0.1202,valid,0.5595,18091
GRID-06188,80.244207,21.858971,0.0575,25866,0.0077,15789,0.5218,19037,0.2702,valid,0.5663,17625
GRID-06189,80.244498,21.858972,0.0608,25546,0.0062,20256,0.5253,18822,0.2229,valid,0.5699,17361
GRID-06190,80.244788,21.858973,0.0843,22129,0.0089,12899,0.5416,17952,0.3629,valid,0.5606,18021
GRID-06191,80.245078,21.858975,0.129,14760,0.0148,7183,0.4675,21417,0.4786,valid,0.497,21621
GRID-06192,80.245369,21.858976,0.1888,9070,0.0143,7401,0.5827,15533,0.6152,valid,0.6022,14767
GRID-06193,80.245659,21.858977,0.084,22179,0.0054,22789,0.6628,9449,0.3456,valid,0.6807,8081
GRID-06194,80.245949,21.858979,0.0753,23603,0.0031,27109,0.6345,11723,0.2492,valid,0.6752,8551
GRID-06195,80.24624,21.85898,0.084,22187,0.0143,7379,0.7177,5537,0.5779,valid,0.7377,4209
GRID-06196,80.24653,21.858981,0.104,18675,0.0198,5677,0.7316,4651,0.6513,valid,0.7437,3907
GRID-06197,80.24682,21.858983,0.0618,25425,0.0097,11538,0.6932,7190,0.4691,valid,0.7129,5715
GRID-06198,80.247111,21.858984,0.0795,22926,0.0044,25247,0.484,20768,0.171,valid,0.5217,20396
GRID-06199,80.247401,21.858985,0.1413,13167,0.0082,14555,0.4288,22786,0.3927,valid,0.4812,22300
GRID-06200,80.247691,21.858987,0.0273,27546,0.0059,21366,0.5535,17275,0.2041,valid,0.5942,15406
GRID-06201,80.247982,21.858988,0.0679,24651,0.0038,26360,0.4819,20843,0.136,valid,0.5263,20153
GRID-06202,80.248272,21.858989,0.036,27301,0.0056,22063,0.5043,19856,0.1676,valid,0.5382,19467
GRID-06203,80.248562,21.858991,0.1773,9838,0.0063,19923,0.4142,23273,0.3623,valid,0.4461,23524
GRID-06204,80.248853,21.858992,0.0805,22757,0.0048,24492,0.5425,17908,0.2165,valid,0.555,18389
GRID-06205,80.249143,21.858993,0.2112,7728,0.0085,13830,0.3749,24319,0.4483,valid,0.4102,24452
GRID-06206,80.249433,21.858995,0.0926,20639,0.0056,22108,0.453,21956,0.222,valid,0.4788,22397
GRID-06207,80.249724,21.858996,0.0888,21289,0.0064,19757,0.5067,19733,0.2691,valid,0.5324,19788
GRID-06208,80.250014,21.858997,0.0387,27181,0.0045,25075,0.6379,11436,0.2341,valid,0.6546,10259
GRID-06209,80.250304,21.858999,0.0415,27056,0.0033,26970,0.5706,16293,0.1544,valid,0.609,14212
